fnum;f_id;aj;bnr;ba;koorx;koory;ahc;dec;d1;d2;dh2;htot;kag;ic1;ic2;ic3;ic4;ic5;ic6;bem;cond;fid_bid;fid_bid_aj;ahc_dec
CHOR05;5;2006;470;101;57.6;70.6;1;1;339;360;NA;NA;NA;1;2;2;6;4;6;F3;5_469;5_470;5_470_2006;11
CHOR05;5;2012;470;101;57.6;70.6;3;6;340;360;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_470;5_470;5_470_2012;36
CHOR05;5;2006;471;101;56.5;70.4;3;7;290;300;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_470;5_471;5_471_2006;37
CHOR05;5;2012;471;101;56.5;70.4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_471;5_471;5_471_2012;99
CHOR05;5;2006;472;411;59.1;77.6;1;1;70;70;NA;NA;NA;3;2;3;5;6;4;F2;5_471;5_472;5_472_2006;11
CHOR05;5;2012;472;411;59.1;77.6;1;1;100;108;NA;NA;NA;3;2;3;5;6;4;G1;5_472;5_472;5_472_2012;11
CHOR05;5;2006;473;101;63.2;76.1;2;2;516;528;NA;NA;NA;1;1;1;4;4;6;F3;5_472;5_473;5_473_2006;22
CHOR05;5;2006;474;101;64.2;75;2;2;695;610;NA;NA;NA;1;3;1;6;4;6;F3, P2;5_473;5_474;5_474_2006;22
CHOR05;5;2006;475;411;66.3;72.8;1;1;130;133;NA;NA;NA;2;2;2;5;6;4;;5_474;5_475;5_475_2006;11
CHOR05;5;2012;475;411;66.3;72.8;1;1;145;135;NA;NA;NA;3;2;3;5;6;4;G1;5_475;5_475;5_475_2012;11
CHOR05;5;2006;476;101;67.9;72.7;1;1;455;472;NA;NA;NA;1;1;1;4;4;6;F3;5_475;5_476;5_476_2006;11
CHOR05;5;2012;476;101;67.9;72.7;1;1;460;470;NA;NA;NA;1;1;1;4;4;6;;5_476;5_476;5_476_2012;11
CHOR05;5;2006;477;101;70;74.4;1;1;440;455;NA;NA;NA;1;1;1;4;4;6;F3;5_476;5_477;5_477_2006;11
CHOR05;5;2012;477;101;70;74.4;1;1;440;460;NA;NA;NA;1;1;1;4;4;6;F3;5_477;5_477;5_477_2012;11
CHOR05;5;2006;478;101;71.5;78.5;1;1;490;476;NA;NA;NA;1;1;1;4;4;6;F3;5_477;5_478;5_478_2006;11
CHOR05;5;2012;478;101;71.5;78.5;1;1;492;480;NA;NA;NA;1;1;1;4;4;6;;5_478;5_478;5_478_2012;11
CHOR05;5;2006;479;101;74.1;76.1;1;1;536;510;NA;NA;NA;1;3;1;6;4;6;F3, P2;5_478;5_479;5_479_2006;11
CHOR05;5;2012;479;101;74.1;76.1;1;1;540;512;NA;NA;NA;1;1;1;4;4;6;;5_479;5_479;5_479_2012;11
CHOR05;5;2006;480;121;72.8;73.8;1;1;325;320;NA;NA;NA;2;2;2;5;6;4;F7, F6;5_479;5_480;5_480_2006;11
CHOR05;5;2012;480;121;72.8;73.8;1;1;330;330;NA;NA;NA;1;1;1;5;5;5;;5_480;5_480;5_480_2012;11
CHOR05;5;2006;481;101;70.8;71.6;1;1;420;428;NA;NA;NA;1;2;2;5;5;6;F3, F6;5_480;5_481;5_481_2006;11
CHOR05;5;2012;481;101;70.8;71.6;1;1;420;430;NA;NA;NA;1;1;1;4;4;6;;5_481;5_481;5_481_2012;11
CHOR05;5;2006;482;101;77.9;72.3;1;1;355;345;NA;NA;NA;1;1;2;4;4;6;F3;5_481;5_482;5_482_2006;11
CHOR05;5;2012;482;101;77.9;72.3;1;1;361;342;NA;NA;NA;1;1;1;4;4;6;;5_482;5_482;5_482_2012;11
CHOR05;5;2006;483;101;79.6;71.7;2;2;285;290;NA;NA;NA;1;1;2;4;4;6;F3;5_482;5_483;5_483_2006;22
CHOR05;5;2006;484;101;82.4;78.4;1;1;595;635;NA;NA;NA;1;1;1;4;4;6;F3;5_483;5_484;5_484_2006;11
CHOR05;5;2012;484;101;82.4;78.4;1;1;640;590;NA;NA;NA;1;1;1;4;4;6;;5_484;5_484;5_484_2012;11
CHOR05;5;2006;485;411;83.2;77.8;1;1;169;155;NA;NA;NA;2;2;2;5;6;4;F3;5_484;5_485;5_485_2006;11
CHOR05;5;2012;485;411;83.2;77.8;1;1;189;184;NA;NA;NA;3;2;3;5;6;4;G52;5_485;5_485;5_485_2012;11
CHOR05;5;2006;486;101;84.3;73.3;1;1;565;370;NA;NA;NA;1;1;1;4;4;6;F3;5_485;5_486;5_486_2006;11
CHOR05;5;2012;486;101;84.3;73.3;1;1;570;570;NA;NA;NA;1;3;1;6;4;6;S22,S4;5_486;5_486;5_486_2012;11
CHOR05;5;2006;487;101;85.8;74.4;1;1;210;205;NA;NA;NA;2;2;2;5;5;6;F3;5_486;5_487;5_487_2006;11
CHOR05;5;2012;487;101;85.8;74.4;1;1;210;210;NA;NA;NA;1;1;2;4;5;6;;5_487;5_487;5_487_2012;11
CHOR05;5;2006;488;101;87.8;71.6;2;2;278;245;NA;NA;NA;2;2;2;5;5;6;F3;5_487;5_488;5_488_2006;22
CHOR05;5;2006;489;121;87.8;70.4;2;2;463;469;NA;NA;NA;1;1;1;4;4;6;F3;5_488;5_489;5_489_2006;22
CHOR05;5;2006;490;121;89.7;78.9;2;2;318;320;NA;NA;NA;1;1;1;4;4;6;F3;5_489;5_490;5_490_2006;22
CHOR05;5;2006;491;101;91.4;75.5;2;2;445;450;NA;NA;NA;1;1;1;4;4;6;F3;5_490;5_491;5_491_2006;22
CHOR05;5;2006;492;101;97.2;77;1;1;471;478;NA;NA;NA;1;1;1;4;4;6;F3;5_491;5_492;5_492_2006;11
CHOR05;5;2012;492;101;97.2;77;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_492;5_492;5_492_2012;44
CHOR05;5;2006;493;411;96.4;78.2;1;1;79;83;NA;NA;NA;3;2;2;5;6;4;F2;5_492;5_493;5_493_2006;11
CHOR05;5;2012;493;411;96.4;78.2;1;1;109;103;NA;NA;NA;3;2;3;5;6;4;G1;5_493;5_493;5_493_2012;11
CHOR05;5;2006;494;101;99.9;78;3;7;160;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_493;5_494;5_494_2006;37
CHOR05;5;2012;494;101;99.9;78;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_494;5_494;5_494_2012;99
CHOR05;5;2006;495;101;99.2;74;2;2;410;410;NA;NA;NA;1;1;1;4;4;6;F3;5_494;5_495;5_495_2006;22
CHOR05;5;2006;496;101;99.8;84.2;2;2;515;520;NA;NA;NA;1;1;1;4;4;6;F3;5_495;5_496;5_496_2006;22
CHOR05;5;2012;496;101;99.8;84.2;1;1;515;523;NA;NA;NA;1;2;1;5;4;6;S51;5_496;5_496;5_496_2012;11
CHOR05;5;2006;497;101;97.2;80.9;2;2;430;400;NA;NA;NA;1;1;1;4;4;6;;5_496;5_497;5_497_2006;22
CHOR05;5;2006;498;411;96.1;84.8;1;1;72;75;NA;NA;NA;3;3;3;5;6;4;F2, G2;5_497;5_498;5_498_2006;11
CHOR05;5;2012;498;411;96.1;84.8;1;1;85;85;NA;NA;NA;3;2;3;5;6;4;G1;5_498;5_498;5_498_2012;11
CHOR05;5;2006;499;101;99;89;3;7;225;231;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_498;5_499;5_499_2006;37
CHOR05;5;2012;499;101;99;89;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_499;5_499;5_499_2012;99
CHOR05;5;2006;500;101;98.2;89.7;2;2;290;290;NA;NA;NA;1;1;1;4;4;6;F3;5_499;5_500;5_500_2006;22
CHOR05;5;2006;501;101;97.6;90;1;1;355;350;NA;NA;NA;1;1;1;4;4;6;F3;5_500;5_501;5_501_2006;11
CHOR05;5;2012;501;101;97.6;90;1;1;360;352;NA;NA;NA;1;1;1;4;4;6;;5_501;5_501;5_501_2012;11
CHOR05;5;2006;502;411;96.6;88.9;1;1;90;90;NA;NA;NA;3;2;2;5;6;4;F3;5_501;5_502;5_502_2006;11
CHOR05;5;2012;502;411;96.6;88.9;1;1;112;109;NA;NA;NA;3;1;1;5;6;4;F3;5_502;5_502;5_502_2012;11
CHOR05;5;2006;503;101;94.1;89.9;1;1;391;395;NA;NA;NA;1;2;1;4;4;6;F3, S4;5_502;5_503;5_503_2006;11
CHOR05;5;2012;503;101;94.1;89.9;1;1;400;396;NA;NA;NA;1;1;1;4;4;6;;5_503;5_503;5_503_2012;11
CHOR05;5;2006;504;411;95;87.7;1;1;81;81;NA;NA;NA;3;3;3;5;6;4;F2, G2;5_503;5_504;5_504_2006;11
CHOR05;5;2012;504;411;95;87.7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_504;5_504;5_504_2012;44
CHOR05;5;2006;505;101;93.9;86.4;1;1;370;381;NA;NA;NA;1;1;1;4;4;6;F3;5_504;5_505;5_505_2006;11
CHOR05;5;2012;505;101;93.9;86.4;1;1;380;375;NA;NA;NA;1;1;1;4;4;6;;5_505;5_505;5_505_2012;11
CHOR05;5;2006;506;101;93.4;86.2;1;1;380;396;NA;NA;NA;1;1;1;4;4;6;;5_505;5_506;5_506_2006;11
CHOR05;5;2012;506;101;93.4;86.2;1;1;382;400;NA;NA;NA;1;1;1;4;4;6;;5_506;5_506;5_506_2012;11
CHOR05;5;2006;507;101;94.8;85.1;3;7;185;190;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_506;5_507;5_507_2006;37
CHOR05;5;2012;507;101;94.8;85.1;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_507;5_507;5_507_2012;99
CHOR05;5;2006;508;101;91.5;86.4;3;7;199;209;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_507;5_508;5_508_2006;37
CHOR05;5;2012;508;101;91.5;86.4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_508;5_508;5_508_2012;99
CHOR05;5;2006;509;101;93.4;81.8;2;2;335;345;NA;NA;NA;1;1;1;4;4;6;F3;5_508;5_509;5_509_2006;22
CHOR05;5;2006;510;101;91.5;80.9;2;2;270;285;NA;NA;NA;1;1;1;4;4;6;F3;5_509;5_510;5_510_2006;22
CHOR05;5;2006;511;101;89;84.9;2;2;285;305;NA;NA;NA;1;2;2;5;4;6;F3, S0;5_510;5_511;5_511_2006;22
CHOR05;5;2006;512;101;89.9;87.5;1;1;508;510;43;37.2;23.2;1;1;1;4;4;6;;5_511;5_512;5_512_2006;11
CHOR05;5;2012;512;101;89.9;87.5;1;1;510;510;43;40;29;1;1;1;5;4;6;;5_512;5_512;5_512_2012;11
CHOR05;5;2006;513;101;85.3;89.8;1;1;370;408;NA;NA;NA;1;1;1;4;4;6;F3;5_512;5_513;5_513_2006;11
CHOR05;5;2012;513;101;85.3;89.8;1;1;372;410;NA;NA;NA;1;2;1;5;4;6;S21;5_513;5_513;5_513_2012;11
CHOR05;5;2006;514;101;86.9;84.1;2;2;377;369;NA;NA;NA;1;1;1;4;4;6;F3;5_513;5_514;5_514_2006;22
CHOR05;5;2006;515;121;83.2;89.1;3;7;231;231;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_514;5_515;5_515_2006;37
CHOR05;5;2012;515;121;83.2;89.1;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_515;5_515;5_515_2012;99
CHOR05;5;2006;516;101;83.8;82.3;1;1;600;630;NA;NA;NA;1;1;1;4;4;6;F3;5_515;5_516;5_516_2006;11
CHOR05;5;2012;516;101;83.8;82.3;1;1;611;623;NA;NA;NA;1;1;1;4;4;6;;5_516;5_516;5_516_2012;11
CHOR05;5;2006;517;101;80.4;85.5;1;1;485;489;35;39.7;29.2;1;1;1;4;4;6;F3;5_516;5_517;5_517_2006;11
CHOR05;5;2012;517;101;80.4;85.5;1;1;490;490;35;40;29.5;1;1;1;4;4;6;;5_517;5_517;5_517_2012;11
CHOR05;5;2006;518;101;80.3;86.6;2;2;335;320;NA;NA;NA;1;1;2;4;4;6;F3;5_517;5_518;5_518_2006;22
CHOR05;5;2006;519;101;80.9;89.7;3;8;320;307;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_518;5_519;5_519_2006;38
CHOR05;5;2012;519;101;80.9;89.7;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_519;5_519;5_519_2012;99
CHOR05;5;2006;520;101;78.7;87.8;3;7;198;195;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_519;5_520;5_520_2006;37
CHOR05;5;2012;520;101;78.7;87.8;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_520;5_520;5_520_2012;99
CHOR05;5;2006;521;101;76.4;89;1;1;485;470;NA;NA;NA;1;1;1;4;4;6;F3;5_520;5_521;5_521_2006;11
CHOR05;5;2012;521;101;76.4;89;1;1;490;470;NA;NA;NA;1;1;1;4;4;6;;5_521;5_521;5_521_2012;11
CHOR05;5;2006;522;101;72.2;88.5;3;6;192;198;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_521;5_522;5_522_2006;36
CHOR05;5;2012;522;101;72.2;88.5;9;6;195;195;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_522;5_522;5_522_2012;96
CHOR05;5;2006;523;101;71.4;86.5;2;2;399;380;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_522;5_523;5_523_2006;22
CHOR05;5;2006;524;101;74.2;81.4;1;1;546;495;NA;NA;NA;1;1;1;4;4;6;F3;5_523;5_524;5_524_2006;11
CHOR05;5;2012;524;101;74.2;81.4;1;1;550;499;NA;NA;NA;1;1;1;4;4;6;;5_524;5_524;5_524_2012;11
CHOR05;5;2006;525;101;69.6;88.4;2;2;340;380;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_524;5_525;5_525_2006;22
CHOR05;5;2006;526;101;66.9;89.6;1;1;456;473;NA;NA;NA;1;2;1;5;5;6;F6;5_525;5_526;5_526_2006;11
CHOR05;5;2012;526;101;66.9;89.6;1;1;460;475;NA;NA;NA;1;1;1;4;4;6;;5_526;5_526;5_526_2012;11
CHOR05;5;2006;527;101;60.9;89.9;1;1;348;322;NA;NA;NA;1;3;1;6;5;6;F6, F3;5_526;5_527;5_527_2006;11
CHOR05;5;2012;527;101;60.9;89.9;1;1;350;325;NA;NA;NA;1;1;1;4;4;6;F3;5_527;5_527;5_527_2012;11
CHOR05;5;2006;528;101;60.7;88;2;2;543;444;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_527;5_528;5_528_2006;22
CHOR05;5;2006;529;101;60.9;83.5;1;1;420;411;NA;NA;NA;1;2;1;4;5;6;F6, F3;5_528;5_529;5_529_2006;11
CHOR05;5;2012;529;101;60.9;83.5;1;1;420;415;NA;NA;NA;1;1;1;4;4;6;;5_529;5_529;5_529_2012;11
CHOR05;5;2006;530;101;57.5;81.1;3;7;269;262;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_529;5_530;5_530_2006;37
CHOR05;5;2012;530;101;57.5;81.1;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_530;5_530;5_530_2012;99
CHOR05;5;2006;531;101;56.7;83;1;1;355;368;NA;NA;NA;1;1;1;4;4;6;F3;5_530;5_531;5_531_2006;11
CHOR05;5;2012;531;101;56.7;83;1;1;360;370;NA;NA;NA;1;3;1;6;4;6;S4;5_531;5_531;5_531_2012;11
CHOR05;5;2006;532;101;56;85.2;1;1;477;480;NA;NA;NA;1;1;1;4;4;6;F3;5_531;5_532;5_532_2006;11
CHOR05;5;2012;532;101;56;85.2;1;1;480;480;NA;NA;NA;1;1;1;4;4;6;;5_532;5_532;5_532_2012;11
CHOR05;5;2006;533;121;53.9;81.6;2;2;325;330;NA;NA;NA;1;2;1;4;4;6;F3;5_532;5_533;5_533_2006;22
CHOR05;5;2006;534;101;52.9;89.5;1;1;540;550;NA;NA;NA;1;1;1;4;4;6;;5_533;5_534;5_534_2006;11
CHOR05;5;2012;534;101;52.9;89.5;1;1;542;552;NA;NA;NA;1;1;1;4;4;6;;5_534;5_534;5_534_2012;11
CHOR05;5;2006;535;411;51.4;89.1;1;1;136;138;NA;NA;NA;2;2;3;5;6;4;F2;5_534;5_535;5_535_2006;11
CHOR05;5;2012;535;411;51.4;89.1;1;1;165;169;NA;NA;NA;2;2;3;5;6;4;F3,S21;5_535;5_535;5_535_2012;11
CHOR05;5;2006;536;101;49.6;89.1;3;7;250;239;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_535;5_536;5_536_2006;37
CHOR05;5;2012;536;101;49.6;89.1;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_536;5_536;5_536_2012;99
CHOR05;5;2006;537;101;42.4;85;2;2;325;350;NA;NA;NA;NA;NA;NA;NA;NA;NA;G2-2;5_536;5_537;5_537_2006;22
CHOR05;5;2006;538;101;43.7;89.9;2;2;381;402;NA;NA;NA;1;1;1;4;4;6;F3;5_537;5_538;5_538_2006;22
CHOR05;5;2006;539;101;46.9;82.4;2;2;490;490;NA;NA;NA;1;2;1;4;5;6;F6;5_538;5_539;5_539_2006;22
CHOR05;5;2006;540;101;38.4;82.2;2;2;360;360;NA;NA;NA;1;1;1;4;4;6;F3;5_539;5_540;5_540_2006;22
CHOR05;5;2006;541;101;35;89.4;1;1;270;279;NA;NA;NA;1;1;2;4;4;6;;5_540;5_541;5_541_2006;11
CHOR05;5;2012;541;101;35;89.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_541;5_541;5_541_2012;44
CHOR05;5;2006;542;101;35;88.3;1;1;490;500;NA;NA;NA;1;1;1;4;4;6;F3;5_541;5_542;5_542_2006;11
CHOR05;5;2012;542;101;35;88.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_542;5_542;5_542_2012;44
CHOR05;5;2006;543;101;31.5;89.3;1;1;535;565;NA;NA;NA;1;1;1;4;4;6;F3;5_542;5_543;5_543_2006;11
CHOR05;5;2012;543;101;31.5;89.3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_543;5_543;5_543_2012;44
CHOR05;5;2006;544;101;29.9;80.3;3;7;198;199;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_543;5_544;5_544_2006;37
CHOR05;5;2012;544;101;29.9;80.3;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_544;5_544;5_544_2012;99
CHOR05;5;2006;545;101;25.5;81.4;1;1;360;385;NA;NA;NA;1;2;1;4;4;6;S4;5_544;5_545;5_545_2006;11
CHOR05;5;2012;545;101;25.5;81.4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_545;5_545;5_545_2012;44
CHOR05;5;2006;546;101;26.7;84.9;1;1;530;530;NA;NA;NA;1;2;1;4;4;6;P2, F3;5_545;5_546;5_546_2006;11
CHOR05;5;2012;546;101;26.7;84.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_546;5_546;5_546_2012;44
CHOR05;5;2006;547;411;24.2;85.2;1;1;169;176;NA;NA;NA;2;2;2;5;6;4;;5_546;5_547;5_547_2006;11
CHOR05;5;2012;547;411;24.2;85.2;1;1;192;211;NA;NA;NA;2;2;2;5;6;4;G1;5_547;5_547;5_547_2012;11
CHOR05;5;2006;548;101;24.4;86.1;3;8;430;450;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_547;5_548;5_548_2006;38
CHOR05;5;2012;548;101;24.4;86.1;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_548;5_548;5_548_2012;99
CHOR05;5;2006;549;411;22.8;80.2;1;1;115;120;NA;NA;NA;1;2;2;5;6;4;;5_548;5_549;5_549_2006;11
CHOR05;5;2012;549;411;22.8;80.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_549;5_549;5_549_2012;44
CHOR05;5;2006;550;101;20.5;86.9;1;1;520;560;NA;NA;NA;1;1;1;4;4;6;F3, F6;5_549;5_550;5_550_2006;11
CHOR05;5;2012;550;101;20.5;86.9;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_550;5_550;5_550_2012;44
CHOR05;5;2006;551;101;17.6;83.2;1;1;470;510;NA;NA;NA;1;2;1;4;4;6;F3, S0;5_550;5_551;5_551_2006;11
CHOR05;5;2012;551;101;17.6;83.2;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_551;5_551;5_551_2012;44
CHOR05;5;2006;552;101;19.2;89;1;1;540;510;NA;NA;NA;1;1;1;4;4;6;F3;5_551;5_552;5_552_2006;11
CHOR05;5;2012;552;101;19.2;89;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_552;5_552;5_552_2012;44
CHOR05;5;2006;553;101;11.4;85.4;1;1;420;428;NA;NA;NA;1;1;1;4;4;6;F3;5_552;5_553;5_553_2006;11
CHOR05;5;2012;553;101;11.4;85.4;1;1;420;430;NA;NA;NA;1;1;1;4;4;6;;5_553;5_553;5_553_2012;11
CHOR05;5;2006;554;101;10.8;89.9;1;1;570;550;NA;NA;NA;1;1;1;4;4;6;F3;5_553;5_554;5_554_2006;11
CHOR05;5;2012;554;101;10.8;89.9;1;1;570;552;NA;NA;NA;1;1;1;4;4;6;;5_554;5_554;5_554_2012;11
CHOR05;5;2006;555;101;5.4;89.2;1;1;427;395;NA;NA;NA;1;2;1;4;4;6;F6, F3, P4;5_554;5_555;5_555_2006;11
CHOR05;5;2012;555;101;5.4;89.2;1;1;430;400;NA;NA;NA;1;1;1;4;4;6;;5_555;5_555;5_555_2012;11
CHOR05;5;2006;556;101;7.4;86;1;1;430;435;NA;NA;NA;1;1;1;4;4;6;F3;5_555;5_556;5_556_2006;11
CHOR05;5;2012;556;101;7.4;86;1;1;440;431;NA;NA;NA;1;1;1;4;4;6;;5_556;5_556;5_556_2012;11
CHOR05;5;2006;557;411;7;84.4;1;1;195;257;NA;NA;NA;2;2;2;5;5;4;;5_556;5_557;5_557_2006;11
CHOR05;5;2012;557;411;7;84.4;1;1;200;260;NA;NA;NA;2;3;3;6;6;4;F2,G52;5_557;5_557;5_557_2012;11
CHOR05;5;2006;558;121;0.7;84.1;3;7;540;555;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_557;5_558;5_558_2006;37
CHOR05;5;2012;558;121;0.7;84.1;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_558;5_558;5_558_2012;99
CHOR05;5;2006;559;121;1.4;94.5;1;1;472;480;NA;NA;NA;1;1;1;4;4;6;;5_558;5_559;5_559_2006;11
CHOR05;5;2012;559;121;1.4;94.5;1;1;480;475;NA;NA;NA;1;1;1;4;4;6;;5_559;5_559;5_559_2012;11
CHOR05;5;2006;560;411;2.4;94.6;1;1;140;160;NA;NA;NA;2;2;2;5;6;4;F4;5_559;5_560;5_560_2006;11
CHOR05;5;2012;560;411;2.4;94.6;1;1;145;170;NA;NA;NA;2;2;2;5;6;4;S21;5_560;5_560;5_560_2012;11
CHOR05;5;2006;561;411;3;97.1;1;1;124;128;NA;NA;NA;2;2;2;5;6;4;F7, F4;5_560;5_561;5_561_2006;11
CHOR05;5;2012;561;411;3;97.1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_561;5_561;5_561_2012;44
CHOR05;5;2006;562;411;2.9;97;1;1;270;300;NA;NA;NA;1;2;2;5;5;5;;5_561;5_562;5_562_2006;11
CHOR05;5;2012;562;411;2.9;97;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_562;5_562;5_562_2012;44
CHOR05;5;2006;563;101;10.1;93.6;1;1;440;419;NA;NA;NA;1;1;1;4;4;6;F3;5_562;5_563;5_563_2006;11
CHOR05;5;2012;563;101;10.1;93.6;1;1;442;420;NA;NA;NA;1;1;1;4;4;6;;5_563;5_563;5_563_2012;11
CHOR05;5;2006;564;101;12;95.2;1;1;360;360;NA;NA;NA;1;3;1;6;5;6;F6, F3, P2;5_563;5_564;5_564_2006;11
CHOR05;5;2012;564;101;12;95.2;1;1;365;365;NA;NA;NA;1;2;1;5;4;6;S21;5_564;5_564;5_564_2012;11
CHOR05;5;2006;565;101;13;99.4;1;1;350;340;NA;NA;NA;1;1;1;4;4;6;F3;5_564;5_565;5_565_2006;11
CHOR05;5;2012;565;101;13;99.4;1;1;350;345;NA;NA;NA;1;1;1;4;4;6;;5_565;5_565;5_565_2012;11
CHOR05;5;2006;566;101;12.9;95.9;1;1;248;265;NA;NA;NA;1;1;2;4;4;6;F3;5_565;5_566;5_566_2006;11
CHOR05;5;2012;566;101;12.9;95.9;1;1;250;260;NA;NA;NA;1;1;2;4;4;6;;5_566;5_566;5_566_2012;11
CHOR05;5;2006;567;101;16.1;96.4;1;1;420;430;NA;NA;NA;1;1;1;4;4;6;;5_566;5_567;5_567_2006;11
CHOR05;5;2012;567;101;16.1;96.4;1;1;425;430;NA;NA;NA;1;1;1;4;4;6;;5_567;5_567;5_567_2012;11
CHOR05;5;2006;568;411;18.2;98.1;1;1;108;105;NA;NA;NA;2;2;2;5;6;4;F4, F2;5_567;5_568;5_568_2006;11
CHOR05;5;2012;568;411;18.2;98.1;1;1;121;121;NA;NA;NA;3;2;2;5;6;4;G21;5_568;5_568;5_568_2012;11
CHOR05;5;2006;569;101;16.3;91.4;1;1;476;470;NA;NA;NA;1;1;1;4;5;6;F6;5_568;5_569;5_569_2006;11
CHOR05;5;2012;569;101;16.3;91.4;1;1;470;470;NA;NA;NA;1;1;1;4;4;6;;5_569;5_569;5_569_2012;11
CHOR05;5;2006;570;101;22.2;99;1;1;338;363;NA;NA;NA;1;1;1;4;4;6;F3;5_569;5_570;5_570_2006;11
CHOR05;5;2012;570;101;22.2;99;1;1;340;370;NA;NA;NA;1;1;1;4;4;6;;5_570;5_570;5_570_2012;11
CHOR05;5;2006;571;411;22.3;97.5;1;1;142;137;NA;NA;NA;2;3;3;5;6;4;F2;5_570;5_571;5_571_2006;11
CHOR05;5;2012;571;411;22.3;97.5;1;1;162;153;NA;NA;NA;3;2;2;5;6;4;G51;5_571;5_571;5_571_2012;11
CHOR05;5;2006;572;101;27.3;96.1;1;1;553;550;NA;NA;NA;1;1;1;4;4;6;F3;5_571;5_572;5_572_2006;11
CHOR05;5;2012;572;101;27.3;96.1;1;1;555;552;NA;NA;NA;1;1;1;4;4;6;;5_572;5_572;5_572_2012;11
CHOR05;5;2006;573;101;31.7;96;1;1;350;350;NA;NA;NA;1;1;1;4;4;6;F3;5_572;5_573;5_573_2006;11
CHOR05;5;2012;573;101;31.7;96;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_573;5_573;5_573_2012;44
CHOR05;5;2006;574;101;33;96.3;3;8;360;359;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_573;5_574;5_574_2006;38
CHOR05;5;2012;574;101;33;96.3;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_574;5_574;5_574_2012;99
CHOR05;5;2006;575;101;34.3;99.7;3;7;260;265;NA;NA;NA;NA;NA;NA;NA;NA;NA;F3;5_574;5_575;5_575_2006;37
CHOR05;5;2012;575;101;34.3;99.7;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5_575;5_575;5_575_2012;99
CHOR05;5;2006;576;101;34.6;97.6;1;1;200;205;NA;NA;NA;1;1;2;4;4;6;F3;5_575;5_576;5_576_2006;11
