f_id;aj;bnr;ba;ach;dec;d1;d2;d mit;P;ic1;ic2;ic3;ic4;ic5;ic6;H;kag;d7;bem1;bem2;bem3;nach bnr
7;2018;1;411;1;1;225;216;221;;3;2;2;5;6;4;;;;F2;S21;G12;Start
7;2018;3;411;1;1;250;230;240;;2;2;3;5;6;4;;;;S21;G12;;1
7;2018;12;101;4;4;;;0;;;;;;;;;;;;;;
7;2018;14;101;4;4;;;0;;;;;;;;;;;;;;
7;2018;15;411;1;1;147;150;149;;3;2;3;5;6;4;;;;G1;S21;G51;19
7;2018;19;411;1;1;175;147;161;;3;2;3;5;6;4;;;;G51;S21;;3
7;2018;20;101;4;4;;;0;;;;;;;;;;;;;;
7;2018;22;411;1;1;178;193;186;;3;2;2;5;6;4;;;;G12;;;15
7;2018;24;101;9;6;390;410;400;;;;;;;;;;;P95;;;22
7;2018;25;121;1;1;703;726;715;;1;2;1;5;5;6;;;;S21;H1;;24
7;2018;29;121;1;1;513;551;532;;1;1;1;4;4;6;;;;;;;25
7;2018;34;121;1;1;568;558;563;;1;1;1;4;4;6;;;;;;;36
7;2018;35;101;9;8;638;619;629;;;;;;;;2.5;;;;;;25
7;2018;36;121;1;1;228;208;218;;3;2;2;5;6;4;;;;S21;;;35
7;2018;37;121;1;1;790;792;791;;1;1;1;5;4;5;;;;S21;;;36
7;2018;38;101;9;9;;;0;;;;;;;;;;;;;;
7;2018;39;101;9;9;;;0;;;;;;;;;;;;;;
7;2018;40;411;1;1;177;179;178;;3;2;3;5;6;4;;;;G51;S21;;37
7;2018;41;411;1;1;109;110;110;;3;3;3;5;6;4;;;;G52;S23;;40
7;2018;42;101;9;5;572;544;558;;;;;;;;;;;;;;
7;2018;43;101;9;6;466;462;464;;;;;;;;;;;P3;P95;;41
7;2018;44;101;9;9;;;0;;;;;;;;;;;;;;
7;2018;45;411;1;1;148;151;150;;3;2;3;5;6;4;;;;F2;S21;;43
7;2018;51;101;9;5;372;365;369;;;;;;;;;;;P95;;;53
7;2018;53;411;1;1;170;160;165;;3;2;3;5;6;4;;;;S21;G51;;109
7;2018;58;121;1;1;723;680;702;;1;1;1;4;4;6;;;;S21;;;51
7;2018;59;101;9;9;;;0;;;;;;;;;;;;;;
7;2018;64;411;1;1;142;158;150;;3;3;3;6;6;4;;;;G12;S2;;58
7;2018;65;411;9;8;96;104;100;;;;;;;;4.9;;;;;;64
7;2018;67;411;1;1;208;190;199;;3;2;3;5;6;4;;;;G12;S2;;826
7;2018;70;411;1;1;184;191;188;;3;2;3;5;6;4;;;;;;;64
7;2018;73;101;9;6;343;356;350;;;;;;;;;;;;;;70
7;2018;74;411;1;1;110;109;110;;3;3;3;5;6;4;;;;S22;G52;F2;73
7;2018;75;411;4;4;;;0;;;;;;;;;;;;;;
7;2018;77;411;4;4;;;0;;;;;;;;;;;;;;
7;2018;82;411;1;1;212;224;218;;3;2;3;5;6;4;;;;G12;S21;F2;74
7;2018;83;101;1;1;493;507;500;;1;3;1;6;5;6;;;;F6;H0;S2, S4;84
7;2018;84;411;1;1;157;169;163;;3;3;3;6;6;4;;;;G1;S21;;82
7;2018;86;411;1;1;173;184;179;;3;3;3;6;6;4;;;;G52;S2;;83
