f_id;aj;bnr;ba;ach;dec;d1;d2;d mit;P;ic1;ic2;ic3;ic4;ic5;ic6;H;kag;d7;bem1;bem2;bem3;nach bnr;
12;2018;359;411;1;1;96;86;91;;3;1;1;6;6;4;;;;;;;365;
12;2018;360;101;1;1;333;331;332;;1;1;1;4;4;6;;;;;;;359;
12;2018;361;411;1;1;124;114;119;;3;1;1;5;6;4;;;;;;;360;
12;2018;362;101;1;1;633;624;629;;1;1;1;4;4;6;;;;;;;358;
12;2018;363;101;1;1;411;439;425;;1;1;1;4;4;6;;;;;;;362;
12;2018;364;101;9;7;439;427;433;;;;;;;;;;;;;;363;
12;2018;365;411;1;1;103;97;100;;3;3;3;5;6;4;;;;G22;;;364;
12;2018;366;101;9;7;290;285;288;;;;;;;;;;;;;;361;
12;2018;367;101;9;8;206;214;210;;;;;;;;12.1;;;;;;366;
12;2018;368;101;9;8;90;90;90;;;;;;;;11.1;;;;;;367;
12;2018;369;101;1;1;553;542;548;;1;1;1;4;4;6;;;;;;;368;
12;2018;370;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;371;411;1;1;157;166;162;;1;1;1;4;4;6;;;;;;;369;
12;2018;372;411;1;1;126;125;126;;3;1;2;5;6;4;;;;;;;375;
12;2018;373;101;1;1;412;415;414;;1;3;1;5;5;6;;;;S4;P3;;372;
12;2018;374;411;1;1;157;166;162;;3;1;1;5;6;4;;;;;;;370;
12;2018;375;101;1;1;453;452;453;;1;1;1;4;4;6;;;;;;;868;
12;2018;376;411;1;1;159;148;154;;3;1;1;5;6;4;;;;;;;375;
12;2018;377;101;9;5;310;310;310;;;;;;;;;;;;;;;
12;2018;378;101;3;6;335;321;328;;;;;;;;;;;;;;376;
12;2018;379;411;1;1;89;98;94;;3;2;3;5;6;4;;;;P44;;;378;
12;2018;380;101;9;8;243;249;246;;;;;;;;15.5;;;;;;381;
12;2018;381;121;1;1;639;687;663;;1;1;1;4;4;6;;;;;;;379;
12;2018;382;411;9;8;150;155;153;;;;;;;;5.5;;;;;;380;
12;2018;383;411;1;1;116;112;114;;3;2;3;5;6;4;;;;F2;;;382;
12;2018;385;101;9;5;425;425;425;;;;;;;;;;;;;;383;
12;2018;386;101;1;1;589;593;591;;1;1;1;4;4;6;;;;;;;385;
12;2018;387;441;9;9;;;0;;;;;;;;;;;;;;;
12;2018;388;411;1;1;186;187;187;;2;1;2;5;6;4;;;;;;;386;
12;2018;389;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;390;101;1;1;452;443;448;;1;1;1;4;4;6;;;;;;;398;
12;2018;391;411;1;1;129;125;127;;3;3;3;5;6;4;;;;G22;;;390;
12;2018;392;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;393;411;1;1;113;115;114;;3;1;2;5;6;4;;;;G21;;;595;
12;2018;394;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;395;101;1;1;529;511;520;;1;1;1;4;4;6;;;;;;;867;
12;2018;396;101;1;1;525;524;525;;1;2;1;5;5;6;;;;S02;;;393;
12;2018;397;101;3;6;395;385;390;;;;;;;;;;;;;;398;
12;2018;398;101;3;6;330;301;316;;;;;;;;;;;;;;397;
12;2018;399;101;4;4;;;0;;;;;;;;;;;;;;;
12;2018;400;121;3;5;;;0;;;;;;;;;;;A3;;;;
12;2018;401;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;402;101;4;4;;;0;;;;;;;;;;;;;;;
12;2018;403;101;1;1;315;346;331;;1;1;2;4;4;6;;;;;;;405;
12;2018;404;121;4;4;;;0;;;;;;;;;;;;;;;
12;2018;405;101;1;1;380;396;388;;1;1;2;4;4;6;;;;;;;415;
12;2018;406;101;1;1;305;300;303;;1;2;3;4;4;6;;;;S4;;;398;
12;2018;407;101;1;1;369;380;375;;1;1;1;4;4;6;;;;;;;406;
12;2018;408;121;9;8;270;270;270;;;;;;;;3;;;;;;407;
12;2018;409;101;1;1;392;390;391;;1;1;1;4;4;6;;;;;;;408;
12;2018;410;101;9;8;310;290;300;;;;;;;;3.2;;;P3;;;409;
12;2018;411;101;1;1;451;465;458;;1;1;1;4;4;6;;;;;;;410;
12;2018;412;101;1;1;586;603;595;;1;1;1;4;4;6;;;;;;;413;
12;2018;413;411;1;1;89;84;87;;3;1;2;5;6;4;;;;;;;417;
12;2018;414;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;415;101;9;7;145;150;148;;;;;;;;;;;;;;416;
12;2018;416;101;1;1;483;535;509;;1;1;1;4;4;6;;;;;;;411;
12;2018;417;411;1;1;169;184;177;;3;1;1;5;6;4;;;;F4;;;418;
12;2018;418;101;1;1;380;415;398;;1;1;1;4;4;6;;;;;;;415;
12;2018;419;101;1;1;364;377;371;;1;1;1;4;4;6;;;;;;;430;
12;2018;420;101;1;1;523;521;522;;1;1;1;4;4;6;;;;;;;417;
12;2018;421;411;1;1;96;99;98;;3;1;2;5;6;4;;;;;;;424;
12;2018;422;101;9;7;261;269;265;;;;;;;;;;;P3;;;421;
12;2018;423;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;424;411;1;1;94;79;87;;3;2;3;5;6;4;;;;F2;;;420;
12;2018;425;101;1;1;432;397;415;;1;1;1;4;4;6;;;;;;;422;
12;2018;426;101;1;1;467;490;479;;1;1;1;4;4;6;;;;;;;425;
12;2018;427;101;9;7;235;235;235;;;;;;;;;;;A1;;;426;
12;2018;428;411;1;1;96;98;97;;3;3;3;5;6;4;;;;G23;;;427;
12;2018;429;411;4;4;;;0;;;;;;;;;;;;;;;
12;2018;430;101;1;1;492;485;489;;1;1;1;4;4;6;;;;;;;428;
12;2018;431;101;1;1;495;481;488;;1;1;1;4;4;6;;;;;;;436;
12;2018;432;411;1;5;114;111;113;;3;3;3;5;6;4;;;;;;;419;
12;2018;433;101;1;1;246;254;250;;1;3;3;5;6;4;;;;;;;431;
12;2018;434;101;1;1;342;350;346;;1;1;1;4;4;6;;;;;;;395;
12;2018;435;411;1;1;107;113;110;P;3;1;2;5;6;4;9;4.5;5;;;;441;
12;2018;436;121;1;1;511;535;523;;1;1;1;4;4;6;;;;;;;432;
12;2018;437;411;1;1;108;109;109;;3;1;2;5;6;4;;;;;;;434;
12;2018;438;101;3;7;295;301;298;;;;;;;;;;;;;;437;
12;2018;439;121;1;1;484;500;492;;1;1;1;4;4;6;;;;;;;500;
12;2018;440;121;9;8;201;198;200;;;;;;;;7.2;;;;;;439;
12;2018;441;101;1;1;425;415;420;;1;1;1;4;4;6;;;;;;;436;
12;2018;442;411;1;1;104;105;105;;3;1;2;5;6;4;;;;;;;443;
12;2018;443;101;9;7;215;216;216;;;;;;;;;;;;;;433;
12;2018;444;411;1;1;140;159;150;;3;3;3;5;6;4;;;;G13;;;442;
12;2018;445;101;9;8;120;121;121;;;;;;;;3.8;;;;;;440;
12;2018;446;101;1;1;579;584;582;;1;1;1;4;4;6;;;;;;;445;
12;2018;447;101;1;1;564;565;565;;1;1;1;4;4;6;;;;;;;446;
12;2018;448;101;4;4;;;0;;;;;;;;;;;;;;;
12;2018;449;101;1;1;439;483;461;;1;2;2;4;5;6;;;;;;;447;
12;2018;450;101;1;1;369;375;372;;1;1;1;4;4;6;;;;;;;452;
12;2018;451;411;1;1;82;83;83;;3;1;3;5;6;4;;;;F7;;;454;
12;2018;452;121;1;1;546;555;551;;1;1;1;4;4;6;;;;;;;453;
12;2018;453;411;1;1;118;117;118;;3;1;3;5;6;4;;;;;;;451;
12;2018;454;411;1;5;211;214;213;;3;3;3;5;6;4;;;;;;;449;
12;2018;455;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;456;101;9;7;269;272;271;;;;;;;;;;;;;;458;
12;2018;457;101;9;7;583;633;608;;;;;;;;;;;;;;460;
12;2018;458;101;9;8;305;303;304;;;;;;;;18.4;;;P3;;;457;
12;2018;459;101;1;1;399;374;387;;1;1;1;4;4;6;;;;;;;456;
12;2018;460;411;1;1;93;98;96;;3;1;2;5;6;4;;;;;;;459;
12;2018;461;101;1;1;325;334;330;;1;2;2;4;4;6;;;;;;;455;
12;2018;462;101;1;1;443;431;437;;1;1;1;4;4;6;;;;;;;466;
12;2018;463;101;1;1;247;227;237;;1;2;2;5;5;6;;;;;;;464;
12;2018;464;101;1;1;434;406;420;;1;1;1;4;4;6;;;;;;;461;
12;2018;465;101;1;1;594;586;590;;1;1;1;4;4;6;;;;;;;467;
12;2018;466;101;1;1;389;395;392;;1;1;2;4;4;6;;;;;;;463;
12;2018;467;411;1;1;169;173;171;;3;1;2;5;6;4;;;;;;;462;
12;2018;470;101;3;6;185;205;195;;;;;;;;;;;;;;472;
12;2018;471;101;1;1;281;285;283;;1;1;2;4;5;6;;;;;;;465;
12;2018;472;411;9;8;155;153;154;;;;;;;;6.7;;;P3;;;471;
12;2018;473;101;9;8;309;344;327;;;;;;;;18.3;;;;;;470;
12;2018;474;101;9;7;247;248;248;;;;;;;;;;;;;;473;
12;2018;475;101;1;1;507;488;498;;1;2;1;5;4;6;;;;S4;;;474;
12;2018;476;411;1;1;278;273;276;;1;1;2;5;6;4;;;;;;;475;
12;2018;477;121;1;1;472;480;476;;1;3;2;5;6;4;;;;F7;F2;;478;
12;2018;478;121;1;1;496;482;489;;1;1;1;4;4;6;;;;;;;480;
12;2018;479;411;1;1;148;161;155;;3;1;1;5;6;4;;;;;;;476;
12;2018;480;101;1;1;542;564;553;;1;1;1;4;4;6;;;;;;;479;
12;2018;481;101;1;1;562;488;525;;1;1;1;4;4;6;;;;;;;871;
12;2018;482;101;1;1;358;495;427;;1;3;2;5;4;6;;;;S4;S02;;477;
12;2018;483;411;1;1;120;115;118;;3;1;2;5;6;4;;;;;;;481;
12;2018;484;411;1;1;76;78;77;;3;2;3;5;6;4;;;;G51;;;483;
12;2018;485;441;1;1;221;234;228;;2;2;2;5;6;4;;;;F2;;;484;
12;2018;486;101;1;1;177;179;178;;2;2;2;5;5;6;;;;;;;485;
12;2018;487;411;1;1;83;85;84;;3;2;3;5;6;4;;;;F2;;;486;
12;2018;488;101;1;1;378;375;377;;1;1;1;4;4;6;;;;;;;487;
12;2018;490;101;1;1;488;507;498;;1;2;1;5;4;6;;;;F53;;;488;
12;2018;491;411;1;1;137;143;140;;3;1;2;5;6;4;;;;F4;;;490;
12;2018;492;411;1;1;85;91;88;;3;1;3;5;6;4;;;;F4;F2;;491;
12;2018;493;101;1;1;374;389;382;;1;1;1;4;4;6;;;;;;;492;
12;2018;494;101;1;1;533;559;546;;1;1;1;4;4;6;;;;;;;493;
12;2018;495;101;1;1;444;441;443;;1;1;1;4;4;6;;;;;;;494;
12;2018;496;411;1;1;97;104;101;;3;1;2;5;6;4;;;;;;;495;
12;2018;497;101;1;1;512;516;514;;1;1;1;4;4;6;;;;;;;507;
12;2018;498;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;499;101;1;1;285;282;284;;1;2;3;4;5;6;;;;;;;497;
12;2018;500;101;1;1;260;269;265;;1;3;2;5;4;6;;;;G51;;;496;
12;2018;501;101;1;1;333;371;352;;1;1;1;4;4;6;;;;;;;500;
12;2018;502;411;1;1;77;70;74;;3;1;3;5;6;4;;;;;;;499;
12;2018;503;101;1;1;315;333;324;;1;1;1;4;4;6;;;;;;;501;
12;2018;504;101;1;1;328;357;343;;1;1;1;4;4;6;;;;;;;503;
12;2018;505;101;1;1;533;537;535;;1;1;1;4;4;6;;;;;;;502;
12;2018;506;121;1;1;183;175;179;;2;1;1;5;6;5;;;;F2;;;512;
12;2018;507;101;1;1;487;487;487;;1;1;1;4;4;6;;;;;;;504;
12;2018;508;411;1;1;82;84;83;;3;1;2;5;6;4;;;;;;;505;
12;2018;509;411;1;1;184;186;185;;3;2;3;5;6;4;;;;G13;;;508;
12;2018;510;101;1;1;228;245;237;;2;1;1;4;5;4;;;;;;;509;
12;2018;511;411;1;1;111;112;112;;3;2;3;5;6;4;;;;;;;510;
12;2018;512;101;1;1;269;278;274;;1;3;3;5;6;4;;;;G52;;;513;
12;2018;513;101;1;1;256;253;255;;1;2;2;4;5;6;;;;F53;;;511;
12;2018;514;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;515;101;9;8;470;451;461;;;;;;;;9.4;;;P3;;;873;
12;2018;516;101;9;7;340;340;340;;;;;;;;;;;;;;517;
12;2018;517;411;1;1;201;180;191;;2;1;2;5;6;4;;;;;;;515;
12;2018;518;101;1;1;356;173;265;;1;2;2;5;4;6;;;;G21;;;516;
12;2018;519;411;1;1;125;129;127;;3;2;3;5;6;4;;;;F4;;;872;
12;2018;520;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;521;101;1;1;465;477;471;;1;1;1;4;4;6;;;;;;;526;
12;2018;522;411;1;1;133;138;136;;3;2;2;5;6;4;;;;;;;521;
12;2018;524;411;1;1;121;125;123;;3;3;3;5;6;4;;;;F2;G13;;531;
12;2018;525;121;9;8;914;914;914;;;;;;;;8.3;;;P3;;;526;
12;2018;526;121;9;8;244;250;247;;;;;;;;10;;;;;;518;
12;2018;527;101;1;1;419;405;412;;1;1;1;4;4;6;;;;;;;536;
12;2018;528;411;1;1;164;157;161;;3;1;1;5;6;4;;;;F4;;;528;
12;2018;529;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;530;411;1;1;107;113;110;;3;2;3;5;6;4;;;;F4;F2;;525;
12;2018;531;101;1;1;510;510;510;;1;1;1;4;4;6;;;;;;;527;
12;2018;532;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;533;101;1;1;290;286;288;;1;1;2;4;4;6;;;;;;;524;
12;2018;535;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;537;101;9;8;516;505;511;;;;;;;;2.5;;;H1;;;540;
12;2018;538;101;1;1;722;655;689;;1;1;1;4;4;6;;;;;;;542;
12;2018;539;101;1;1;625;557;591;;1;2;1;5;5;6;;;;H1;;;602;
12;2018;540;101;1;1;291;294;293;;1;1;2;4;4;6;;;;;;;533;
12;2018;541;101;1;1;555;555;555;;1;1;1;4;4;6;;;;;;;539;
12;2018;542;411;1;1;303;288;296;;2;2;2;5;6;4;;;;F7;;;541;
12;2018;543;101;1;1;444;409;427;;1;1;1;4;4;6;;;;;;;542;
12;2018;544;411;1;1;165;159;162;;3;2;3;5;6;4;;;;G22;;;546;
12;2018;545;101;1;1;673;678;676;;1;1;1;4;4;6;;;;;;;543;
12;2018;546;101;1;1;371;412;392;P;1;1;1;4;5;6;33.7;18.4;21;;;;545;
12;2018;547;411;3;5;;;0;;;;;;;;;;;A3;;;;
12;2018;549;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;550;101;1;1;505;493;499;;1;1;1;4;4;6;;;;;;;544;
12;2018;551;101;1;1;659;661;660;;1;1;1;4;4;6;;;;;;;550;
12;2018;552;101;9;6;221;227;224;;;;;;;;;;;;;;551;
12;2018;553;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;554;101;3;5;189;202;196;;;;;;;;;;;;;;552;
12;2018;555;101;1;1;234;242;238;;2;2;2;5;6;6;;;;G51;;;553;
12;2018;556;101;3;7;296;309;303;;;;;;;;;;;;;;559;
12;2018;557;101;9;7;114;108;111;;;;;;;;;;;;;;555;
12;2018;558;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;559;101;1;1;382;375;379;;1;2;1;5;6;4;;;;S4;;;557;
12;2018;560;101;1;1;515;477;496;P;1;1;1;4;4;6;38.9;26.8;38;;;;561;
12;2018;561;411;1;1;117;112;115;P;3;1;2;5;6;4;12.3;2.6;7;;;;562;
12;2018;562;101;9;5;345;330;338;;;;;;;;;;;;;;;
12;2018;563;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;564;101;1;1;557;565;561;;1;1;1;4;4;6;;;;;;;566;
12;2018;565;411;1;1;297;311;304;P;2;1;1;5;6;5;24.3;17.6;21;;;;560;
12;2018;566;101;1;1;378;379;379;;1;1;1;4;4;6;;;;;;;565;
12;2018;567;101;1;1;254;250;252;;1;1;2;4;5;6;;;;;;;564;
12;2018;568;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;569;121;9;8;513;501;507;;;;;;;;5.2;;;;;;570;
12;2018;570;101;9;7;204;199;202;;;;;;;;;;;;;;567;
12;2018;571;121;1;1;223;228;226;;2;1;1;5;6;5;;;;F2;;;573;
12;2018;572;101;1;1;475;468;472;;1;1;1;4;4;6;;;;;;;571;
12;2018;573;121;1;1;642;686;664;;1;1;1;4;4;6;;;;;;;569;
12;2018;574;411;1;1;227;239;233;;2;2;2;5;6;5;;;;F2;;;573;
12;2018;575;411;1;1;128;125;127;;3;1;3;5;6;4;;;;F2;G51;;580;
12;2018;576;101;3;6;231;239;235;;;;;;;;;;;;;;577;
12;2018;577;101;1;1;677;645;661;P;1;1;1;4;4;6;44.2;24.6;52;F4;;;572;
12;2018;578;101;9;7;214;212;213;;;;;;;;;;;;;;574;
12;2018;579;101;1;1;435;475;455;;1;1;1;4;4;6;;;;F4;;;578;
12;2018;580;101;1;1;335;419;377;;1;1;1;4;4;6;;;;;;;579;
12;2018;581;101;1;1;285;290;288;;1;1;2;4;4;6;;;;;;;582;
12;2018;582;101;1;1;459;450;455;;1;1;1;4;4;6;;;;;;;588;
12;2018;583;101;1;1;267;265;266;;1;1;2;4;5;6;;;;;;;575;
12;2018;584;101;9;7;305;298;302;;;;;;;;;;;P3;;;583;
12;2018;585;101;1;1;320;313;317;;1;1;2;4;4;6;;;;;;;587;
12;2018;586;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;587;101;1;1;361;366;364;;1;3;2;5;4;6;;;;S4;;;584;
12;2018;588;101;1;1;390;445;418;;1;1;1;4;4;6;;;;;;;585;
12;2018;589;101;1;1;566;491;529;;1;1;1;4;4;6;;;;;;;591;
12;2018;591;101;1;1;492;476;484;;1;1;1;4;4;6;;;;;;;581;
12;2018;592;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;593;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;594;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;595;441;1;1;299;320;310;;1;1;3;4;6;5;;;;;;;589;
12;2018;596;101;1;1;583;607;595;;1;1;1;4;4;6;;;;;;;595;
12;2018;597;121;3;8;555;483;519;;;;;;;;;;;P3;;;598;
12;2018;598;411;1;1;139;145;142;;3;2;2;5;6;4;;;;;;;599;
12;2018;599;411;1;1;362;365;364;P;1;1;2;4;6;5;45.4;17.7;34;;;;601;
12;2018;600;121;1;1;672;605;639;;1;1;1;4;4;6;;;;A4;;;596;
12;2018;601;101;1;1;520;495;508;;1;1;1;4;4;6;;;;;;;600;
12;2018;602;411;1;1;189;199;194;;3;1;1;5;6;4;;;;G13;;;540;
12;2018;603;411;1;1;179;196;188;;3;3;3;5;6;4;;;;G13;;;614;
12;2018;604;101;1;1;539;519;529;;1;1;1;4;4;6;;;;;;;597;
12;2018;605;411;1;1;94;90;92;;3;3;3;5;6;4;;;;G13;;;602;
12;2018;606;101;1;1;340;344;342;;1;1;1;4;4;6;;;;;;;604;
12;2018;607;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;608;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;609;101;1;1;447;462;455;P;1;1;1;4;4;6;43;26.8;35;;;;606;
12;2018;610;101;1;1;494;485;490;;1;1;1;4;4;6;;;;;;;609;
12;2018;611;101;9;8;308;300;304;;;;;;;;21.6;;;;;;605;
12;2018;612;411;1;1;106;111;109;;3;1;2;5;6;4;;;;;;;614;
12;2018;613;101;3;5;350;344;347;;;;;;;;;;;P3;;;;
12;2018;614;101;1;1;615;603;609;;1;1;1;4;4;6;;;;;;;876;
12;2018;616;101;9;7;98;97;98;;;;;;;;;;;;;;612;
12;2018;617;411;1;1;180;178;179;;3;1;1;5;6;4;;;;;;;620;
12;2018;618;411;3;8;68;79;74;;;;;;;;2.5;;;;;;611;
12;2018;619;101;1;1;572;563;568;;1;2;1;5;4;6;;;;S02;;;618;
12;2018;620;101;1;1;398;397;398;;1;1;1;4;4;6;;;;;;;519;
12;2018;621;411;1;1;118;115;117;P;3;1;2;5;6;4;;;;;;;617;
12;2018;622;101;1;1;393;384;389;;1;1;1;4;4;6;;;;;;;621;
12;2018;623;101;3;6;174;180;177;;;;;;;;;;;;;;622;
12;2018;624;101;9;5;235;240;238;;;;;;;;;;;;;;623;
12;2018;625;101;1;1;523;562;543;;1;1;1;4;4;6;;;;;;;624;
12;2018;626;101;1;1;612;592;602;;1;1;1;4;4;6;;;;;;;625;
12;2018;627;101;9;8;378;355;367;;;;;;;;3.9;;;P3;;;878;
12;2018;628;121;1;1;704;696;700;;1;1;1;4;4;6;;;;;;;626;
12;2018;629;411;1;1;106;106;106;;3;3;3;5;6;4;;;;G12;;;878;
12;2018;630;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;631;101;9;6;271;261;266;;;;;;;;;;;;;;629;
12;2018;632;101;1;1;568;581;575;;1;1;1;4;4;6;;;;;;;690;
12;2018;633;121;1;1;440;423;432;;1;1;1;4;4;6;;;;;;;632;
12;2018;634;411;1;1;140;153;147;;3;1;2;5;6;4;;;;;;;631;
12;2018;635;101;1;1;415;435;425;;1;2;2;5;6;4;;;;F2;;;634;
12;2018;636;101;1;1;323;346;335;;1;2;2;5;6;4;;;;;;;633;
12;2018;637;411;1;1;87;78;83;;3;1;3;5;6;4;;;;;;;638;
12;2018;638;101;1;1;666;668;667;P;1;1;1;4;4;6;48.2;25.2;53;;;;636;
12;2018;639;101;9;7;262;263;263;;;;;;;;;;;P3;;;635;
12;2018;640;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;641;101;9;6;265;265;265;;;;;;;;;;;;;;649;
12;2018;642;411;1;1;108;104;106;;3;2;3;5;6;4;;;;;;;641;
12;2018;643;101;1;1;423;399;411;;1;1;1;4;4;6;;;;;;;642;
12;2018;644;411;1;1;272;264;268;P;1;1;2;4;5;5;30.3;17.3;22;;;;639;
12;2018;645;101;1;1;579;568;574;P;1;1;1;4;4;6;45.5;25.1;44;;;;646;
12;2018;646;411;3;8;153;159;156;;;;;;;;2.6;;;;;;644;
12;2018;647;101;9;5;330;344;337;;;;;;;;;;;P3;;;645;
12;2018;649;101;1;1;475;495;485;;1;2;1;4;4;6;;;;S4;;;647;
12;2018;650;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;651;101;1;1;583;568;576;;1;1;1;4;4;6;;;;;;;643;
12;2018;652;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;653;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;654;101;1;1;338;346;342;;1;1;2;4;4;6;;;;;;;651;
12;2018;655;411;1;1;118;117;118;;3;1;3;5;6;4;;;;F2;;;654;
12;2018;656;411;1;1;115;123;119;;3;2;3;5;6;4;;;;F2;;;644;
12;2018;657;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;658;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;659;101;1;1;310;316;313;P;1;1;2;4;4;6;31.5;21.9;28;;;;656;
12;2018;660;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;661;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;662;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;663;101;1;1;502;508;505;;1;3;2;5;4;6;;;;S4;S02;;665;
12;2018;664;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;665;101;1;1;260;258;259;;1;3;3;5;5;6;;;;S4;S02;;659;
12;2018;666;101;9;8;508;525;517;;;;;;;;5.4;;;P3;;;663;
12;2018;667;411;1;1;145;143;144;;3;1;1;5;6;4;;;;;;;666;
12;2018;668;411;1;1;107;118;113;;3;2;3;5;6;4;;;;F2;;;667;
12;2018;669;101;9;9;;;0;;;;;;;;;;;;;;;1
12;2018;670;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;671;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;672;411;1;1;285;283;284;;1;1;2;5;6;4;;;;S02;;;674;
12;2018;673;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;674;411;1;1;157;148;153;;3;3;3;5;6;4;;;;G13;;;675;
12;2018;675;121;1;1;326;315;321;;2;2;2;5;5;5;;;;;;;676;
12;2018;676;411;1;1;157;159;158;;3;2;3;5;6;4;;;;G12;;;677;
12;2018;677;101;1;1;338;323;331;;1;1;1;4;4;6;;;;;;;668;
12;2018;678;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;679;101;1;1;394;379;387;;1;1;1;4;4;6;;;;;;;682;
12;2018;680;101;1;1;345;331;338;;1;1;1;4;4;6;;;;;;;679;
12;2018;681;101;1;1;350;341;346;;1;1;1;4;4;6;;;;;;;672;
12;2018;682;101;1;1;317;337;327;;1;1;1;4;4;6;;;;;;;680;
12;2018;683;411;1;1;315;347;331;;1;1;3;4;6;5;;;;;;;681;
12;2018;684;411;1;1;109;106;108;;3;1;3;5;6;4;;;;;;;683;
12;2018;685;411;1;1;130;145;138;;3;3;3;5;6;4;;;;F4;F2;G51;684;
12;2018;686;411;1;1;264;261;263;;2;1;1;5;6;4;;;;F4;;;685;
12;2018;687;121;1;1;589;607;598;;1;1;1;4;4;6;;;;;;;688;
12;2018;688;411;1;1;119;120;120;;3;1;2;5;6;4;;;;;;;691;
12;2018;689;121;1;1;649;644;647;;1;1;1;4;4;6;;;;;;;686;
12;2018;690;101;1;1;755;750;753;P;1;1;1;4;4;6;45.4;28.5;54;;;;634;
12;2018;691;411;1;1;169;156;163;;2;1;2;5;6;4;;;;;;;689;
12;2018;692;511;3;5;679;757;718;;;;;;;;;;;;;;;
12;2018;693;101;1;1;279;288;284;;1;1;1;4;4;6;;;;;;;879;
12;2018;694;101;1;1;289;286;288;;1;1;2;4;4;6;;;;;;;693;
12;2018;695;411;1;1;94;98;96;;3;1;2;5;6;4;;;;;;;694;
12;2018;696;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;697;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;698;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;699;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;700;411;1;1;90;95;93;;3;2;3;5;6;4;;;;G13;;;695;
12;2018;701;411;1;1;164;162;163;;3;1;2;5;6;4;;;;F2;;;702;
12;2018;702;101;9;7;218;227;223;;;;;;;;;;;;;;703;
12;2018;703;101;9;7;392;391;392;;;;;;;;;;;P3;;;707;
12;2018;704;411;1;1;143;148;146;;3;1;2;5;6;4;;;;F2;;;700;
12;2018;705;411;1;1;157;149;153;;3;1;1;5;6;4;;;;;;;704;
12;2018;706;411;1;1;128;124;126;;3;1;2;5;6;4;;;;F2;;;705;
12;2018;707;101;1;1;477;522;500;;2;2;2;5;5;6;;;;H1;;;708;
12;2018;708;411;1;5;74;78;76;;3;3;3;5;6;4;;;;;;;706;
12;2018;709;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;710;411;1;1;128;122;125;;3;1;1;5;6;4;;;;;;;708;
12;2018;711;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;712;101;9;9;;;0;;;;;;;;;;;;;;;
12;2018;713;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;714;101;1;1;418;447;433;;1;1;1;4;4;6;;;;;;;717;
12;2018;715;411;1;1;199;202;201;;2;1;2;5;6;4;;;;;;;714;
12;2018;716;411;4;4;;;0;;;;;;;;;;;;;;;
12;2018;717;411;1;1;90;92;91;;3;2;3;5;6;4;;;;G13;;;710;
12;2018;718;411;1;1;195;166;181;;2;1;2;5;6;4;;;;;;;714;
12;2018;719;101;1;1;577;522;550;;1;3;2;5;5;6;;;;F2;S01;S4;718;
12;2018;720;411;9;9;;;0;;;;;;;;;;;;;;;
12;2018;721;411;1;1;109;113;111;;3;1;1;5;6;4;;;;;;;719;
