f_id;aj;bnr;ba;ach;dec;d1;d2;d mit;P;ic1;ic2;ic3;ic4;ic5;ic6;H;kag;d7;bem1;bem2;bem3;nach bnr
9;2018;161;101;1;1;576;584;580;;1;1;1;4;4;6;;;;;;;160
9;2018;162;101;1;1;344;347;346;;1;2;2;5;5;6;;;;;;;161
9;2018;163;101;3;5;258;260;259;;;;;;;;;;;;;;162
9;2018;164;411;1;1;119;118;119;;3;2;2;5;5;4;;;;;;;153
9;2018;165;101;1;1;475;505;490;;1;1;1;4;4;6;;;;;;;164
9;2018;166;101;1;1;161;162;162;;3;3;3;6;6;6;;;;F6;G1;;165
9;2018;167;101;1;1;357;391;374;;1;1;1;4;4;6;;;;;;;168
9;2018;168;101;1;1;402;412;407;;1;1;1;4;4;6;;;;S0;;;171
9;2018;170;101;3;8;296;303;300;;;;;;;;2.3;;;P3;;;171
9;2018;171;101;1;1;435;435;435;;1;1;1;4;4;6;;;;S4;;;172
9;2018;172;411;1;1;194;201;198;;2;2;2;4;6;4;;;;G12;;;173
9;2018;173;411;1;1;126;120;123;;3;2;2;5;6;4;;;;G12;;;174
9;2018;174;101;1;1;473;480;477;;1;2;1;4;4;6;;;;S4;S21;;176
9;2018;175;411;1;1;162;183;173;;3;2;1;4;6;5;;;;G51;;;114
9;2018;176;101;1;1;405;428;417;;1;1;1;4;4;6;;;;F6;;;177
9;2018;177;101;1;1;425;428;427;;1;1;1;4;4;6;;;;F6;;;185
9;2018;179;411;9;9;;;0;;;;;;;;;;;;;;
9;2018;180;101;1;1;160;152;156;;2;3;3;5;5;6;;;;G52;;;182
9;2018;181;101;1;1;355;366;361;;1;2;2;5;5;6;;;;F6;F3;;181
9;2018;182;411;1;1;154;152;153;P;2;1;2;4;6;4;16.4;6.7;10;;;;186
9;2018;183;411;1;1;162;161;162;;3;1;1;4;6;4;;;;;;;772
9;2018;185;101;1;1;436;450;443;;1;1;1;4;4;6;;;;F6;;;189
9;2018;186;101;1;1;195;200;198;;2;2;2;5;5;6;;;;;;;190
9;2018;187;411;9;9;;;0;;;;;;;;;;;;;;
9;2018;189;101;1;1;190;210;200;;2;3;3;6;6;6;;;;S4;S21;F2;191
9;2018;190;101;1;1;304;307;306;;1;2;3;5;5;6;;;;F6;;;193
9;2018;191;101;1;1;159;162;161;;2;3;3;6;6;6;;;;S21;F6;;199
9;2018;192;101;1;1;400;401;401;;1;2;1;5;5;6;;;;S21;;;195
9;2018;193;411;1;1;124;127;126;;2;2;2;5;6;4;;;;F2;S2;;196
9;2018;195;101;1;1;296;271;284;;2;3;2;6;6;6;;;;G51;P2;;193
9;2018;196;101;1;1;450;490;470;;1;1;1;4;4;6;;;;F8;S21;;200
9;2018;197;101;1;1;230;265;248;;1;2;2;6;6;6;;;;G52;S2;;196
9;2018;198;101;1;1;428;415;422;;1;2;1;4;5;6;;;;S21;;;197
9;2018;199;411;1;1;127;140;134;;3;3;3;6;6;4;;;;P2;F21;;198
9;2018;200;411;1;1;260;278;269;;1;2;3;4;6;4;;;;S21;G51;;203
9;2018;203;101;1;1;420;375;398;;1;1;1;4;5;4;;;;S24;F3;;213
9;2018;205;121;1;1;524;502;513;;1;1;1;4;4;5;;;;F6;;;210
9;2018;207;121;1;1;451;402;427;;1;1;1;4;4;6;;;;;;;205
9;2018;210;121;1;1;242;243;243;;2;2;2;5;6;4;;;;;;;207
9;2018;213;101;1;1;682;642;662;;1;1;1;4;4;6;;;;F3;F6;;216
9;2018;216;411;1;1;119;117;118;;3;3;3;6;6;6;;;;G5;;;218
9;2018;218;121;3;8;778;735;757;;;;;;;;5.8;;;;;;79
9;2018;219;121;3;8;505;537;521;;;;;;;;3.5;;;P3;P2;P95;218
9;2018;220;101;1;1;432;486;459;;1;2;1;4;4;6;;;;S22;F3;;221
9;2018;221;101;1;1;394;375;385;;1;1;1;4;4;6;;;;F3;;;77
9;2018;222;411;1;1;84;86;85;;3;3;3;5;6;4;;;;G21;;;220
9;2018;223;101;1;1;561;592;577;;1;1;1;4;4;6;;;;S4;S0;;222
9;2018;224;101;1;1;455;479;467;;1;1;1;4;4;6;;;;S4;P2;;223
9;2018;226;101;3;5;191;183;187;;;;;;;;;;;;;;224
9;2018;227;101;1;1;547;518;533;;1;1;1;4;4;6;;;;S22;;;231
9;2018;228;411;1;1;116;112;114;;3;2;2;4;5;6;;;;G5;S2;P2;227
9;2018;231;101;1;1;488;471;480;;1;1;1;4;4;6;;;;;;;233
9;2018;232;101;1;1;338;373;356;;2;3;3;6;5;6;;;;G52;;;235
9;2018;233;101;3;6;360;340;350;;;;;;;;;;;P95;A1;;232
9;2018;235;411;1;1;95;97;96;;3;3;3;6;6;4;;;;G52;G12;S21;237
9;2018;236;411;9;9;;;0;;;;;;;;;;;;;;
9;2018;237;101;1;1;703;736;720;;1;1;1;4;4;6;;;;F6;;;338
9;2018;238;411;9;9;;;0;;;;;;;;;;;;;;
9;2018;239;101;1;1;427;422;425;;1;1;1;4;4;6;;;;S2;F6;S4;240
9;2018;240;411;1;1;170;154;162;;3;2;3;6;6;4;;;;G5;G6;;241
9;2018;241;101;1;1;279;269;274;;2;3;3;6;6;4;;;;G5;;;239
9;2018;242;411;9;9;;;0;;;;;;;;;;;;;;
9;2018;246;101;1;1;540;520;530;;1;1;1;5;5;6;;;;S21;;;20
9;2018;248;101;1;1;364;367;366;;1;2;2;5;5;6;;;;S21;S0;S4;246
9;2018;249;101;1;1;320;308;314;;1;2;2;5;5;6;;;;S21;;;248
9;2018;250;101;1;1;272;278;275;;1;2;2;5;5;6;;;;S4;F51;;252
9;2018;251;101;9;9;;;0;;;;;;;;;;;;;;
9;2018;252;101;1;1;272;268;270;;1;2;2;5;5;6;;;;S4;F51;;255
9;2018;253;101;1;1;181;179;180;;2;3;3;6;6;6;;;;G12;F6;;250
9;2018;255;101;1;1;323;321;322;;1;2;3;5;5;6;;;;F6;S0;;256
9;2018;256;101;1;1;520;538;529;P;1;1;1;4;4;6;43.6;27.1;42;;;;259
9;2018;257;101;1;1;408;423;416;;1;2;2;5;5;5;;;;F7;;;260
9;2018;259;101;1;1;543;539;541;;1;1;1;4;4;6;;;;H1;;;252
9;2018;260;101;9;6;260;243;252;;;;;;;;;;;P92;;;259
9;2018;263;101;1;1;384;338;361;;1;3;2;6;5;6;;;;G52;S0;;260
9;2018;264;411;1;1;130;136;133;;2;2;2;5;6;4;;;;F51;;;263
9;2018;267;411;1;1;198;197;198;P;2;1;2;4;6;5;23.6;13.6;15;;;;181
9;2018;268;411;1;1;133;128;131;;3;2;3;5;6;4;;;;G12;;;267
9;2018;269;411;1;1;130;136;133;;3;2;3;5;6;4;;;;F21;;;279
9;2018;270;411;1;1;130;132;131;;2;2;3;5;6;5;;;;F21;F4;;268
9;2018;272;101;9;5;377;372;375;;;;;;;;;;;P92;P3;;270
9;2018;273;411;1;1;123;126;125;;3;3;3;5;6;6;;;;F21;;;276
9;2018;276;411;1;1;155;159;157;;3;3;3;5;6;4;;;;F21;;;269
9;2018;279;411;1;1;126;129;128;;3;3;3;5;6;4;;;;G51;;;273
9;2018;280;101;9;9;;;0;;;;;;;;;;;;;;
9;2018;283;101;1;1;419;381;400;;1;1;1;4;4;6;;;;;;;285
9;2018;284;101;1;1;143;134;139;;3;3;3;6;6;6;;;;F3;F21;S22;283
9;2018;285;411;1;1;89;89;89;;3;1;2;5;5;4;;;;;;;167
9;2018;286;101;1;1;367;341;354;;1;2;1;4;4;6;;;;F3;S21;;284
9;2018;287;101;1;1;381;365;373;;1;1;1;4;4;6;;;;;;;286
9;2018;288;101;1;1;240;224;232;;2;2;2;5;6;6;;;;S4;;;289
9;2018;289;411;1;1;118;121;120;;3;2;2;5;6;4;;;;G1;;;291
9;2018;290;441;1;1;121;113;117;;3;3;3;6;6;4;;;;G51;;;332
9;2018;291;101;9;6;249;262;256;;;;;;;;;;;;;;287
9;2018;293;101;1;1;461;472;467;;1;1;1;4;4;5;;;;;;;294
9;2018;294;411;1;1;86;92;89;;3;3;3;5;6;4;;;;;;;295
9;2018;295;441;1;1;206;217;212;;1;2;3;4;6;4;;;;;;;296
9;2018;296;411;1;1;168;164;166;;3;3;3;6;6;4;;;;G11;;;162
9;2018;298;101;1;1;374;380;377;;1;2;2;5;5;6;;;;S2;;;295
9;2018;299;101;1;1;613;609;611;P;1;1;1;4;4;5;37.9;18.9;48;F6;S01;;298
9;2018;301;411;1;1;186;192;189;;2;1;2;4;6;4;;;;;;;145
9;2018;302;411;1;1;157;160;159;;3;2;3;5;6;4;;;;G51;;;299
9;2018;303;101;1;1;348;354;351;;1;2;2;5;5;6;;;;F6;S2;;302
9;2018;304;101;1;1;517;527;522;;1;2;2;5;5;6;;;;H1;P4;F6, F2, S2;303
9;2018;305;411;1;1;92;103;98;;3;2;3;5;6;4;;;;P2;G12;;304
9;2018;311;121;1;1;233;224;229;;2;3;3;5;5;5;;;;;;;313
9;2018;312;411;1;1;132;147;140;;3;3;3;6;6;4;;;;G22;;;313
9;2018;313;101;1;1;704;786;745;;1;1;1;4;4;6;;;;P41;H1;;314
9;2018;314;411;1;1;170;169;170;;2;2;2;4;6;4;;;;F2;;;315
9;2018;315;101;1;1;272;254;263;;2;3;3;6;6;6;;;;S0;G51;;317
9;2018;317;411;1;1;242;198;220;;2;2;2;5;6;4;;;;;;;318
9;2018;318;101;1;1;680;656;668;;1;1;1;4;4;6;;;;P41;S0;S4;312
9;2018;319;411;1;1;157;163;160;;2;2;2;4;6;4;;;;G1;P2;;320
9;2018;320;411;1;1;129;123;126;;3;3;3;5;6;4;;;;F21;F51;;117
9;2018;321;101;1;1;327;324;326;P;1;1;2;4;4;6;32.6;23.6;28;;;;324
9;2018;323;411;1;1;184;173;179;;2;2;2;4;6;4;;;;;;;328
9;2018;324;411;1;1;75;82;79;;3;3;3;6;6;4;;;;G51;P4;;320
9;2018;325;411;1;1;105;107;106;;3;2;3;5;6;4;;;;F22;;;323
9;2018;326;411;1;1;146;122;134;;3;2;3;5;6;4;;;;G12;;;327
9;2018;327;101;1;1;186;187;187;;2;3;3;6;6;6;;;;F6;S4;S01, G51;223
9;2018;328;101;1;1;537;596;567;;1;2;1;4;4;6;;;;P41;P2;F6;327
9;2018;330;101;1;1;667;681;674;;1;2;1;4;4;6;;;;F6;P4;P2, S2;328
9;2018;331;101;1;1;601;561;581;;1;1;1;4;4;6;;;;P2;S2;F6;330
9;2018;332;101;3;8;218;210;214;;;;;;;;2.8;;;P3;;;335
9;2018;333;411;1;1;148;154;151;;2;2;2;5;6;4;;;;F4;;;331
9;2018;334;411;1;1;143;133;138;;2;2;2;5;6;4;;;;F4;P2;G11;333
9;2018;335;101;1;1;473;457;465;;1;1;1;4;4;6;;;;F6;;;289
9;2018;336;411;9;9;;;0;;;;;;;;;;;;;;
9;2018;338;101;9;9;;;0;;;;;;;;;;;;;;
9;2018;339;411;1;1;146;127;137;;3;2;3;5;6;4;;;;G51;F21;;335
9;2018;340;121;1;1;113;128;121;;3;3;3;6;6;6;;;;;;;339
9;2018;341;101;1;1;403;478;441;;1;2;2;5;5;6;;;;P2;S0;S4;340
9;2018;343;101;1;1;333;323;328;;1;2;2;5;5;6;;;;;;;341
9;2018;344;101;1;1;377;392;385;;1;2;1;5;5;4;;;;;;;343
9;2018;345;101;1;1;225;245;235;;1;2;3;4;4;6;;;;;;;425
9;2018;348;101;1;1;280;306;293;;1;2;1;5;5;6;;;;;;;344
9;2018;349;101;1;1;227;251;239;;1;2;2;5;5;6;;;;F5;G10;;348
9;2018;351;411;1;1;169;192;181;;3;2;2;4;6;4;;;;F2;G10;;349
9;2018;352;101;1;1;396;401;399;;1;1;1;4;4;6;;;;;;;255
9;2018;353;121;1;1;80;86;83;;3;3;3;6;6;6;;;;G52;F22;;282
9;2018;354;411;1;1;112;104;108;;3;3;3;6;6;4;;;;S0;F22;G1;353
9;2018;355;411;1;1;108;110;109;;3;2;3;5;6;4;;;;G1;F22;;354
9;2018;356;411;1;1;116;119;118;;2;2;2;4;6;5;;;;F22;;;355
9;2018;357;411;1;1;67;65;66;;3;3;3;6;6;6;;;;;;;356
9;2018;359;411;1;1;115;119;117;;2;2;2;4;6;5;;;;G12;;;356
9;2018;360;101;1;1;484;486;485;;1;1;1;4;4;6;;;;F6;;;359
9;2018;361;411;1;1;100;96;98;;3;2;2;4;6;4;;;;;;;360
9;2018;363;101;1;1;313;305;309;;1;3;2;6;6;6;;;;S0;P2;F6;361
9;2018;364;101;1;1;335;318;327;;1;2;2;5;5;6;;;;S0;F52;S4;363
9;2018;365;411;1;1;74;81;78;;3;2;3;5;6;4;;;;G12;;;364
9;2018;366;411;1;1;63;64;64;;3;2;3;5;6;6;;;;;;;365
9;2018;367;101;1;1;427;423;425;;1;1;1;4;4;6;;;;F5;S2;;366
9;2018;369;121;1;1;415;438;427;;1;1;1;4;4;5;;;;;;;367
9;2018;370;101;1;1;605;531;568;;1;2;1;5;5;6;;;;H1;S21;P2, P4;369
9;2018;371;101;9;6;197;192;195;;;;;;;;;;;A1;;;370
9;2018;372;411;9;9;;;0;;;;;;;;;;;;;;
9;2018;373;411;1;1;200;192;196;;2;2;2;4;6;4;;;;;;;371
9;2018;374;101;9;9;;;0;;;;;;;;;;;;;;
9;2018;375;101;1;1;373;356;365;;1;2;2;5;5;6;;;;S2;S4;;373
9;2018;376;101;1;1;344;313;329;;1;2;2;5;5;6;;;;S2;;;375
9;2018;377;101;1;1;482;472;477;;1;1;1;4;4;6;;;;;;;376
9;2018;378;101;1;1;342;327;335;;1;2;2;5;5;6;;;;S2;F5;F2;377
9;2018;379;101;1;1;460;501;481;;1;1;1;4;4;6;;;;;;;378
9;2018;382;101;1;1;530;523;527;;1;1;1;4;4;6;;;;S0;;;379
9;2018;383;411;1;1;120;122;121;;3;2;3;6;6;4;;;;F2;P2;;382
9;2018;384;101;1;1;442;437;440;;1;1;1;4;4;6;;;;S4;;;383
9;2018;385;101;1;1;371;381;376;P;1;1;1;4;4;6;33;24.6;32;S4;;;384
9;2018;386;101;1;1;231;216;224;;1;3;2;6;6;4;;;;S4;S2;G1;385
9;2018;387;411;4;4;;;0;;;;;;;;;;;;;;
9;2018;389;101;1;1;394;392;393;;1;1;1;4;4;6;;;;;;;386
9;2018;392;411;1;1;137;133;135;;3;2;2;4;6;4;;;;G12;;;389
9;2018;396;411;1;1;110;100;105;;3;2;3;5;6;4;;;;F7;G12;;392
9;2018;397;101;1;1;539;543;541;;1;1;1;4;4;6;;;;H1;F6;S4, P4, P2;396
9;2018;398;101;9;9;;;0;;;;;;;;;;;;;;
9;2018;399;411;1;1;121;135;128;;3;2;3;5;6;4;;;;G12;;;397
9;2018;401;411;1;1;102;105;104;;3;2;3;4;6;4;;;;G12;;;399
9;2018;402;101;1;1;587;555;571;;1;1;1;4;4;6;;;;;;;401
9;2018;407;101;1;1;560;595;578;;1;1;1;4;4;6;;;;S0;;;402
9;2018;410;101;1;1;355;372;364;;1;2;2;5;5;6;;;;;;;407
9;2018;413;101;1;1;445;443;444;;1;3;1;6;6;6;;;;S2;P2;S4, F2;524
9;2018;414;101;1;1;396;392;394;;1;1;1;4;4;6;;;;;;;410
9;2018;415;101;1;1;538;552;545;;1;1;1;4;4;6;;;;S2;F51;S4;414
9;2018;417;411;1;1;242;243;243;;2;1;3;4;5;4;;;;S22;P2;G11;415
9;2018;419;121;1;1;570;656;613;;1;3;3;6;6;5;;;;F2;S0;F6;417
9;2018;420;121;1;1;468;519;494;;1;1;1;4;4;5;;;;F6;S5;;413
9;2018;421;121;1;1;758;689;724;;1;1;1;4;4;6;;;;P2;;;420
9;2018;423;411;1;1;110;111;111;;2;2;2;4;6;4;;;;G12;;;421
9;2018;424;411;1;1;256;253;255;;2;1;2;4;6;4;;;;F5;;;423
9;2018;425;101;9;9;;;0;;;;;;;;;;;;;;
9;2018;426;101;1;1;516;509;513;;1;1;1;4;4;6;;;;S4;;;424
9;2018;428;101;1;1;261;259;260;;2;3;3;6;6;6;;;;F5;F6;;432
9;2018;429;101;1;1;340;349;345;;1;2;2;5;5;6;;;;F6;S0;;426
9;2018;430;411;1;1;118;105;112;;3;2;3;5;6;4;;;;F2;;;435
9;2018;431;101;1;1;253;254;254;;2;3;3;6;6;6;;;;F6;S0;;429
9;2018;432;121;1;1;131;135;133;;3;3;3;6;6;6;;;;P2;F6;G51;505
9;2018;433;101;9;6;102;98;100;;;;;;;;;;;P91;;;428
9;2018;434;101;9;6;197;189;193;;;;;;;;;;;P91;;;433
9;2018;435;121;1;1;518;540;529;;1;1;1;4;4;6;;;;P2;F6;;434
9;2018;436;101;1;1;401;381;391;;1;1;1;4;4;6;;;;F6;;;435
9;2018;437;411;1;1;102;99;101;;3;1;3;5;6;4;;;;;;;436
9;2018;438;411;1;1;152;156;154;;3;1;2;5;6;4;;;;;;;437
9;2018;439;101;1;1;231;234;233;;2;3;3;6;6;6;;;;S2;;;438
9;2018;440;411;1;1;152;139;146;;3;2;2;4;6;4;;;;G12;;;439
9;2018;441;101;1;1;465;468;467;;1;1;1;4;4;6;;;;;;;440
9;2018;442;101;1;1;138;138;138;;3;2;3;6;6;6;;;;S0;;;441
9;2018;443;411;1;1;142;140;141;;3;3;3;6;6;4;;;;G12;;;442
9;2018;444;101;9;6;438;434;436;;;;;;;;;;;P95;;;446
9;2018;446;101;1;1;344;403;374;;2;3;3;6;6;6;;;;G12;G5;;451
9;2018;447;411;1;1;102;91;97;;3;2;3;5;6;4;;;;F22;;;327
9;2018;449;411;9;9;;;0;;;;;;;;;;;;;;
;2018;450;411;1;1;162;158;160;;3;2;2;5;6;4;;;;S2;P2;F2;452
9;2018;451;101;1;1;222;220;221;P;2;1;1;4;5;6;26.6;17.5;16;;;;474
9;2018;452;411;1;1;142;140;141;;3;2;2;5;6;4;;;;S2;;;447
9;2018;453;101;1;1;194;191;193;;2;3;3;5;6;4;;;;S21;G51;F2, SO;451
9;2018;458;411;1;1;138;136;137;;3;2;2;5;6;4;;;;G1;F7;;453
9;2018;459;101;1;1;349;329;339;;1;2;2;5;5;6;;;;F51;F6;;458
9;2018;460;101;4;4;;;0;;;;;;;;;;;;;;
9;2018;460;101;1;1;333;349;341;;1;2;3;5;5;6;;;;G11;;;462
9;2018;461;411;1;1;142;152;147;;2;2;2;5;6;4;;;;F2;;;169
9;2018;462;101;1;1;514;509;512;;1;1;1;4;4;6;;;;S4;S0;;463
9;2018;463;101;1;1;527;497;512;;1;1;1;4;4;6;;;;F6;;;465
9;2018;464;101;1;1;359;358;359;;1;1;1;4;4;6;;;;;;;466
9;2018;465;411;1;1;108;106;107;;3;2;3;6;6;4;;;;;;;461
9;2018;466;101;1;1;269;268;269;P;1;1;2;4;4;6;31.5;21.1;22;;;;464
9;2018;467;101;1;1;572;573;573;;1;1;1;4;4;6;;;;F1;S2;S0;314
9;2018;468;101;1;1;479;427;453;;1;2;2;5;5;5;;;;S0;H1;P41;463
9;2018;469;101;1;1;516;562;539;;1;1;1;4;4;6;;;;S2;S0;S4;468
9;2018;470;411;1;1;119;143;131;;3;3;3;6;6;4;;;;P3;S2;G5, F4;469
9;2018;471;411;1;1;275;284;280;;2;2;2;4;6;4;;;;G1;F4;;470
9;2018;472;411;1;1;212;223;218;;2;2;2;4;6;4;;;;;;;158
9;2018;473;411;1;1;103;104;104;;3;2;3;4;6;4;;;;G1;;;474
9;2018;474;411;1;1;252;276;264;;2;2;2;4;6;4;;;;G1;F5;;472
