f_id;aj;bnr;ba;ach;dec;d1;d2;d mit;P;ic1;ic2;ic3;ic4;ic5;ic6;H;kag;d7;bem1;bem2;bem3;nach bnr
2;2018;93;;9;9;;;0;;;;;;;;;;;;;;
2;2018;94;;9;9;;;0;;;;;;;;;;;;;;
2;2018;95;;9;9;;;0;;;;;;;;;;;;;;
2;2018;96;;9;9;;;0;;;;;;;;;;;;;;
2;2018;97;;9;8;269;286;278;;;;;;;;2;;;;;;686
2;2018;98;;9;9;;;0;;;;;;;;;;;;;;
2;2018;99;;9;9;;;0;;;;;;;;;;;;;;
2;2018;100;;9;9;;;0;;;;;;;;;;;;;;
2;2018;101;411;1;1;188;193;191;;2;1;2;5;6;4;;;;;;;677
2;2018;102;;9;9;;;0;;;;;;;;;;;;;;
2;2018;103;101;1;1;194;215;205;;2;3;3;5;6;4;;;;G51;;;101
2;2018;104;;9;9;;;0;;;;;;;;;;;;;;
2;2018;105;;9;9;;;0;;;;;;;;;;;;;;
2;2018;106;;9;9;;;0;;;;;;;;;;;;;;
2;2018;107;;4;4;;;0;;;;;;;;;;;;;;
2;2018;108;;9;9;;;0;;;;;;;;;;;;;;
2;2018;109;101;1;1;552;585;569;;1;1;1;4;4;6;;;;;;;31
2;2018;110;411;1;1;169;178;174;;2;1;1;5;6;4;;;;;;;109
2;2018;111;;9;9;;;0;;;;;;;;;;;;;;
2;2018;112;;9;9;;;0;;;;;;;;;;;;;;
2;2018;114;;9;9;;;0;;;;;;;;;;;;;;
2;2018;115;;9;9;;;0;;;;;;;;;;;;;;
2;2018;116;411;1;1;198;195;197;;2;1;2;5;6;4;;;;F7;;;159
2;2018;117;;9;9;;;0;;;;;;;;;;;;;;
2;2018;118;;9;9;;;0;;;;;;;;;;;;;;
2;2018;119;;9;9;;;0;;;;;;;;;;;;;;
2;2018;120;;9;9;;;0;;;;;;;;;;;;;;
2;2018;121;;9;9;;;0;;;;;;;;;;;;;;
2;2018;122;;4;4;;;0;;;;;;;;;;;;;;
2;2018;123;;9;9;;;0;;;;;;;;;;;;;;
2;2018;124;;9;9;;;0;;;;;;;;;;;;;;
2;2018;125;;9;9;;;0;;;;;;;;;;;;;;
2;2018;126;411;1;1;210;211;211;;3;1;1;5;6;4;;;;;;;150
2;2018;127;;9;9;;;0;;;;;;;;;;;;;;
2;2018;128;;9;9;;;0;;;;;;;;;;;;;;
2;2018;129;;4;4;;;0;;;;;;;;;;;;;;
2;2018;130;;9;9;;;0;;;;;;;;;;;;;;
2;2018;131;101;3;5;520;540;530;;;;;;;;;;;A1;;;
2;2018;132;;4;4;;;0;;;;;;;;;;;;;;
2;2018;133;101;3;8;491;498;495;;;;;;;;11.4;;;;;;483
2;2018;134;;9;9;;;0;;;;;;;;;;;;;;
2;2018;135;;9;9;;;0;;;;;;;;;;;;;;
2;2018;136;411;1;1;219;220;220;P;2;1;1;5;6;4;17.4;5.7;16;;;;133
2;2018;137;101;1;1;495;485;490;;1;1;1;4;4;6;;;;;;;141
2;2018;138;411;1;1;180;194;187;;2;2;3;5;6;4;;;;;;;137
2;2018;139;411;1;1;209;217;213;P;2;1;1;5;6;4;19.7;5.5;15;;;;138
2;2018;140;101;9;5;463;406;435;;;;;;;;;;;;;;
2;2018;141;101;9;7;66;68;67;;;;;;;;;;;;;;145
2;2018;142;;9;9;;;0;;;;;;;;;;;;;;
2;2018;143;411;1;1;198;207;203;;2;3;3;5;6;4;;;;G62;;;687
2;2018;144;101;9;5;315;346;331;;;;;;;;;;;A1;;;
2;2018;145;411;1;1;176;181;179;;2;3;3;5;6;4;;;;G62;;;143
2;2018;146;;4;4;;;0;;;;;;;;;;;;;;
2;2018;147;;9;9;;;0;;;;;;;;;;;;;;
2;2018;148;;9;9;;;0;;;;;;;;;;;;;;
2;2018;149;101;3;6;277;286;282;;;;;;;;;;;;;;154
2;2018;150;411;1;1;156;150;153;;3;1;1;5;6;4;;;;;;;149
2;2018;151;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;152;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;153;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;154;101;9;8;355;356;356;;;;;;;;2.7;;;A1;;;155
2;2018;155;101;9;8;317;320;319;;;;;;;;2.1;;;A1;;;156
2;2018;156;411;1;1;203;214;209;;2;1;2;5;6;4;;;;;;;157
2;2018;157;411;1;1;160;161;161;;2;1;2;5;6;4;;;;;;;116
2;2018;158;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;159;411;1;1;109;110;110;;3;3;3;5;6;4;;;;G62;;;161
2;2018;160;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;161;411;1;1;150;153;152;;3;1;1;5;6;4;;;;;;;106
2;2018;162;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;163;411;9;9;;;0;;;;;;;;;;;;;;159
2;2018;164;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;165;101;9;9;;;0;;;;;;;;;;;;;;
2;2018;166;101;9;8;359;358;359;;;;;;;;5.6;;;;;;167
2;2018;167;411;1;5;233;170;202;;3;3;3;5;6;4;;;;G12;;;163
2;2018;168;101;1;1;500;527;514;;1;1;1;4;4;6;;;;;;;169
2;2018;169;411;1;1;115;113;114;;3;1;2;5;6;4;;;;;;;103
2;2018;170;411;1;1;138;132;135;;3;1;1;5;6;4;;;;;;;168
2;2018;171;411;1;1;175;191;183;;2;1;3;5;6;4;;;;;;;243
2;2018;172;411;1;1;292;484;388;P;2;1;1;5;6;4;21.9;5.3;17;;;;171
2;2018;173;101;1;1;367;377;372;;1;1;2;4;4;6;;;;;;;175
2;2018;175;101;1;1;395;420;408;;1;1;2;4;4;6;;;;;;;176
2;2018;176;441;1;1;242;222;232;;2;3;3;5;6;4;;;;G23;;;690
2;2018;177;101;3;5;500;490;495;;;;;;;;;;;A1;;;
